name,raw_value,numeric_id
MAP_EVERYWHERE,0,0
MAP_NOTHING,1,1
MAP_UNION,2,2
MAP_UG,3,3
MAP_DIRECT2,4,4
MAP_DIRECT4,5,5
MAP_D17R1101,6,6
MAP_D18R0101,7,7
MAP_D24,8,8
MAP_R01,9,9
MAP_R02,10,10
MAP_R03,11,11
MAP_R04,12,12
MAP_R05,13,13
MAP_R06,14,14
MAP_R07,15,15
MAP_R08,16,16
MAP_R09,17,17
MAP_R10,18,18
MAP_R11,19,19
MAP_R12,20,20
MAP_R13,21,21
MAP_R14,22,22
MAP_R15,23,23
MAP_R16,24,24
MAP_R17,25,25
MAP_R18,26,26
MAP_R22,27,27
MAP_R24,28,28
MAP_R25,29,29
MAP_R26,30,30
MAP_R27,31,31
MAP_R28,32,32
MAP_R29,33,33
MAP_R30,34,34
MAP_R31,35,35
MAP_R32,36,36
MAP_R33,37,37
MAP_R34,38,38
MAP_R35,39,39
MAP_R36,40,40
MAP_R37,41,41
MAP_R38,42,42
MAP_R39,43,43
MAP_R42,44,44
MAP_R43,45,45
MAP_R44,46,46
MAP_R45,47,47
MAP_R46,48,48
MAP_T01,49,49
MAP_T02,50,50
MAP_T03,51,51
MAP_T04,52,52
MAP_T05,53,53
MAP_T06,54,54
MAP_T07,55,55
MAP_T08,56,56
MAP_T09,57,57
MAP_T10,58,58
MAP_T11,59,59
MAP_T20,60,60
MAP_T20R0101,61,61
MAP_T20R0102,62,62
MAP_T20R0201,63,63
MAP_T20R0202,64,64
MAP_T20R0301,65,65
MAP_T20R0401,66,66
MAP_T21,67,67
MAP_T21FS0101,68,68
MAP_T21PC0101,69,69
MAP_T21R0301,70,70
MAP_T21R0401,71,71
MAP_T21R0501,72,72
MAP_T22,73,73
MAP_T23,74,74
MAP_T24,75,75
MAP_T25,76,76
MAP_T26,77,77
MAP_T27,78,78
MAP_T27FS0101,79,79
MAP_T27GYM0101,80,80
MAP_T27PC0101,81,81
MAP_T27R0101,82,82
MAP_T27R0201,83,83
MAP_T27R0801,84,84
MAP_T27R0401,85,85
MAP_T27R0501,86,86
MAP_T28,87,87
MAP_T29,88,88
MAP_T30,89,89
MAP_T31,90,90
MAP_W19,91,91
MAP_W20,92,92
MAP_W21,93,93
MAP_W40,94,94
MAP_W41,95,95
MAP_D22R0101,96,96
MAP_R31R0101,97,97
MAP_R32R0101,98,98
MAP_D25R0101,99,99
MAP_T23R0101,100,100
MAP_R35R0101,101,101
MAP_R35R0201,102,102
MAP_R36R0101,103,103
MAP_R36R0201,104,104
MAP_T27R0601,105,105
MAP_D01R0101,106,106
MAP_D02R0101,107,107
MAP_D05R0101,108,108
MAP_D10R0101,109,109
MAP_D15R0101,110,110
MAP_D17R0101,111,111
MAP_D23R0101,112,112
MAP_D24R0101,113,113
MAP_D26R0101,114,114
MAP_D27R0101,115,115
MAP_D35R0101,116,116
MAP_D36R0101,117,117
MAP_D37R0101,118,118
MAP_D38R0101,119,119
MAP_D39R0101,120,120
MAP_D40R0101,121,121
MAP_D41R0101,122,122
MAP_D42R0101,123,123
MAP_D43R0101,124,124
MAP_D44R0101,125,125
MAP_D45R0101,126,126
MAP_R30R0101,127,127
MAP_T27PC0102,128,128
MAP_T27PC0103,129,129
MAP_T27PC0104,130,130
MAP_T27PC0105,131,131
MAP_R42R0101,132,132
MAP_T28R0201,133,133
MAP_R29R0101,134,134
MAP_T22GYM0101,135,135
MAP_T23GYM0101,136,136
MAP_T25GYM0101,137,137
MAP_T26GYM0101,138,138
MAP_T24GYM0101,139,139
MAP_T28GYM0101,140,140
MAP_T30GYM0101,141,141
MAP_R43R0101,142,142
MAP_R30R0201,143,143
MAP_T21PC0102,144,144
MAP_D03R0101,145,145
MAP_D11R0101,146,146
MAP_D46R0101,147,147
MAP_R09R0101,148,148
MAP_T22R0701,149,149
MAP_D22R0201,150,150
MAP_R47,151,151
MAP_R48,152,152
