name,raw_value,numeric_id
ABILITY_NONE,0,0
ABILITY_STENCH,1,1
ABILITY_DRIZZLE,2,2
ABILITY_SPEED_BOOST,3,3
ABILITY_BATTLE_ARMOR,4,4
ABILITY_STURDY,5,5
ABILITY_DAMP,6,6
ABILITY_LIMBER,7,7
ABILITY_SAND_VEIL,8,8
ABILITY_STATIC,9,9
ABILITY_VOLT_ABSORB,10,10
ABILITY_WATER_ABSORB,11,11
ABILITY_OBLIVIOUS,12,12
ABILITY_CLOUD_NINE,13,13
ABILITY_COMPOUND_EYES,14,14
ABILITY_INSOMNIA,15,15
ABILITY_COLOR_CHANGE,16,16
ABILITY_IMMUNITY,17,17
ABILITY_FLASH_FIRE,18,18
ABILITY_SHIELD_DUST,19,19
ABILITY_OWN_TEMPO,20,20
ABILITY_SUCTION_CUPS,21,21
ABILITY_INTIMIDATE,22,22
ABILITY_SHADOW_TAG,23,23
ABILITY_ROUGH_SKIN,24,24
ABILITY_WONDER_GUARD,25,25
ABILITY_LEVITATE,26,26
ABILITY_EFFECT_SPORE,27,27
ABILITY_SYNCHRONIZE,28,28
ABILITY_CLEAR_BODY,29,29
ABILITY_NATURAL_CURE,30,30
ABILITY_LIGHTNING_ROD,31,31
ABILITY_SERENE_GRACE,32,32
ABILITY_SWIFT_SWIM,33,33
ABILITY_CHLOROPHYLL,34,34
ABILITY_ILLUMINATE,35,35
ABILITY_TRACE,36,36
ABILITY_HUGE_POWER,37,37
ABILITY_POISON_POINT,38,38
ABILITY_INNER_FOCUS,39,39
ABILITY_MAGMA_ARMOR,40,40
ABILITY_WATER_VEIL,41,41
ABILITY_MAGNET_PULL,42,42
ABILITY_SOUNDPROOF,43,43
ABILITY_RAIN_DISH,44,44
ABILITY_SAND_STREAM,45,45
ABILITY_PRESSURE,46,46
ABILITY_THICK_FAT,47,47
ABILITY_EARLY_BIRD,48,48
ABILITY_FLAME_BODY,49,49
ABILITY_RUN_AWAY,50,50
ABILITY_KEEN_EYE,51,51
ABILITY_HYPER_CUTTER,52,52
ABILITY_PICKUP,53,53
ABILITY_TRUANT,54,54
ABILITY_HUSTLE,55,55
ABILITY_CUTE_CHARM,56,56
ABILITY_PLUS,57,57
