name,raw_value,numeric_id
SPECIES_NONE,0,0
SPECIES_BULBASAUR,1,1
SPECIES_IVYSAUR,2,2
SPECIES_VENUSAUR,3,3
SPECIES_CHARMANDER,4,4
SPECIES_CHARMELEON,5,5
SPECIES_CHARIZARD,6,6
SPECIES_SQUIRTLE,7,7
SPECIES_WARTORTLE,8,8
SPECIES_BLASTOISE,9,9
SPECIES_CATERPIE,10,10
SPECIES_METAPOD,11,11
SPECIES_BUTTERFREE,12,12
SPECIES_WEEDLE,13,13
SPECIES_KAKUNA,14,14
SPECIES_BEEDRILL,15,15
SPECIES_PIDGEY,16,16
SPECIES_PIDGEOTTO,17,17
SPECIES_PIDGEOT,18,18
SPECIES_RATTATA,19,19
SPECIES_RATICATE,20,20
SPECIES_SPEAROW,21,21
SPECIES_FEAROW,22,22
SPECIES_EKANS,23,23
SPECIES_ARBOK,24,24
SPECIES_PIKACHU,25,25
SPECIES_RAICHU,26,26
SPECIES_SANDSHREW,27,27
SPECIES_SANDSLASH,28,28
SPECIES_NIDORAN_F,29,29
SPECIES_NIDORINA,30,30
SPECIES_NIDOQUEEN,31,31
SPECIES_NIDORAN_M,32,32
SPECIES_NIDORINO,33,33
SPECIES_NIDOKING,34,34
SPECIES_CLEFAIRY,35,35
SPECIES_CLEFABLE,36,36
SPECIES_VULPIX,37,37
SPECIES_NINETALES,38,38
SPECIES_JIGGLYPUFF,39,39
SPECIES_WIGGLYTUFF,40,40
SPECIES_ZUBAT,41,41
SPECIES_GOLBAT,42,42
SPECIES_ODDISH,43,43
SPECIES_GLOOM,44,44
SPECIES_VILEPLUME,45,45
SPECIES_PARAS,46,46
SPECIES_PARASECT,47,47
SPECIES_VENONAT,48,48
SPECIES_VENOMOTH,49,49
SPECIES_DIGLETT,50,50
SPECIES_DUGTRIO,51,51
SPECIES_MEOWTH,52,52
SPECIES_PERSIAN,53,53
SPECIES_PSYDUCK,54,54
SPECIES_GOLDUCK,55,55
SPECIES_MANKEY,56,56
SPECIES_PRIMEAPE,57,57
SPECIES_GROWLITHE,58,58
SPECIES_ARCANINE,59,59
SPECIES_POLIWAG,60,60
SPECIES_POLIWHIRL,61,61
SPECIES_POLIWRATH,62,62
SPECIES_ABRA,63,63
SPECIES_KADABRA,64,64
SPECIES_ALAKAZAM,65,65
SPECIES_MACHOP,66,66
SPECIES_MACHOKE,67,67
SPECIES_MACHAMP,68,68
SPECIES_BELLSPROUT,69,69
SPECIES_WEEPINBELL,70,70
SPECIES_VICTREEBEL,71,71
SPECIES_TENTACOOL,72,72
SPECIES_TENTACRUEL,73,73
SPECIES_GEODUDE,74,74
SPECIES_GRAVELER,75,75
SPECIES_GOLEM,76,76
SPECIES_PONYTA,77,77
SPECIES_RAPIDASH,78,78
